"ProbeID","Expression"
"1553438_at",2.360357483
"1553439_at",1.699529296
"1553440_at",1.987257769
"1553441_at",2.013926252
"1553442_a_at",1.916313932
"1553443_at",1.425884441
"1553444_a_at",1.770482738
"1553446_at",1.819809068
"1553447_at",2.036483814
"1553448_at",1.180069659
"1553449_at",2.401313429
"1553450_s_at",3.281467011
"1553451_at",1.694890477
"1553452_at",1.552663133
"1553453_at",2.335933417
"1553454_at",2.088239062
"1553456_at",1.77115607
"1553457_at",1.792145475
"1553458_at",2.27460751
"1553459_at",1.367659834
"1553460_at",1.749088636
"1553461_at",1.327602333
"1553462_at",3.501919519
"1553464_at",1.566481526
"1553465_a_at",1.985431865
"1553466_at",2.002888328
"1553467_at",1.557423138
"1553468_at",1.290324932
"1553470_at",1.882834487
"1553471_at",2.378538277
"1553472_at",2.541359276
"1553474_at",2.372406082
"1553475_at",2.268538318
"1553478_at",2.265680605
"1553479_at",2.101358799
"1553482_at",1.710855743
"1553483_at",2.100626656
"1553484_at",1.910983471
"1553485_at",2.181546708
"1553486_a_at",1.998748608
"1553488_at",1.414739582
"1553489_a_at",1.691537368
"1553491_at",2.952008443
"1553492_a_at",2.548760104
"1553493_a_at",3.421042346
"1553494_at",1.782639556
"1553497_at",1.498642397
"1553498_at",4.54970426
"1553499_s_at",2.669701702
"1553500_at",2.292244246
"1553502_a_at",2.446475701
"1553504_at",2.300883734
"1553505_at",1.659061702
"1553506_at",1.887610411
"1553507_a_at",1.315515626
"1553508_at",2.555801376
"1553510_s_at",3.419990381
"1553511_at",1.639617079
"1553512_at",1.734144405
"1553513_at",2.691240619
"1553514_a_at",3.499133427
"1553515_at",2.370849946
"1553517_at",1.953626205
"1553518_at",1.993284388
"1553519_at",2.562808238
"1553521_at",2.407843542
"1553523_at",2.551611047
"1553524_at",1.752337155
"1553525_at",2.22860259
"1553526_at",2.676218843
"1553527_at",1.660656046
"1553528_a_at",5.130787422
"1553529_at",1.181390116
"1553530_a_at",5.459920555
"1553531_at",2.200516369
"1553532_a_at",2.188174691
"1553533_at",1.959220021
"1553534_at",1.664467866
"1553535_a_at",2.602416203
"1553536_at",1.625719222
"1553537_at",2.058443497
"1553538_s_at",13.40331194
"1553539_at",2.234656627
"1553540_a_at",2.025036033
"1553541_at",1.855097097
"1553542_at",2.585903289
"1553544_at",2.237839383
"1553545_at",1.981936771
"1553546_at",2.075763133
"1553547_at",1.521043394
"1553549_at",1.387334023
"1553550_at",1.85261658
"1553551_s_at",11.96728992
"1553552_at",1.642395246
"1553553_at",2.448061047
"1553555_at",1.929798479
"1553556_at",1.847997574
"1553558_at",1.950328944
"1553559_at",1.440723382
"1553560_at",2.199394536
"1553561_at",1.169401154
"1553562_at",2.314083917
"1553564_at",1.265596269
"1553565_s_at",2.393411275
"1553566_at",1.910973847
"1553567_s_at",12.9089591
"1553568_a_at",2.15645568
"1553569_at",13.08636115
"1553570_x_at",12.9560696
"1553572_a_at",2.808002508
"1553573_s_at",1.988557436
"1553574_at",1.573440882
"1553575_at",9.12480047
"1553579_a_at",1.998678299
"1553581_s_at",7.899585905
"1553582_a_at",3.567312869
"1553583_a_at",3.143540732
"1553584_at",2.168736418
"1553585_a_at",2.463670605
"1553586_at",2.24872706
"1553587_a_at",4.394544151
"1553588_at",13.67878654
"1553589_a_at",9.557650172
"1553590_at",2.109615078
"1553591_at",1.999871758
"1553592_x_at",2.021632027
"1553593_a_at",2.92523311
"1553594_a_at",2.543465572
"1553599_a_at",2.531392281
"1553600_at",2.596378324
"1553601_a_at",2.337422901
"1553602_at",2.026020174
"1553603_s_at",2.826042296
"1553604_at",1.667205786
"1553605_a_at",1.544244693
"1553607_at",2.455538834
"1553608_a_at",3.064262889
"1553611_s_at",1.916330622
"1553612_at",3.087241236
"1553613_s_at",1.74542661
"1553614_a_at",1.282122579
"1553618_at",2.985531374
"1553619_a_at",1.837570782
"1553620_at",1.291437136
"1553622_a_at",1.410481992
"1553623_at",1.427138209
"1553625_at",2.446984506
"1553626_a_at",2.052803868
"1553627_s_at",2.604164892
"1553629_a_at",1.687795298
"1553630_at",2.173062941
"1553633_s_at",3.1636381
"1553634_a_at",1.549439325
